workflow_name,workflow_schedule
dbt_run_streamline_chainhead,"24,54 * * * *"
dbt_run_scheduled_main,"2,32 * * * *"
dbt_run_scheduled_curated,"15 * * * *"
dbt_run_scheduled_decoded_logs,"9,39 * * * *"
dbt_test_intraday,"40 */4 * * *"
dbt_test_daily,"23 8 * * *"
dbt_test_monthly,"6 7 28 * *"
dbt_run_scheduled_abis,"32 */12 * * *"
dbt_run_streamline_decoded_logs_history,"6 22 * * 6"
dbt_run_scheduled_decoded_logs_history_user_abis,"39 23 * * *"
